id,bussinessid,rating,user,text,time_created,url
5VuWyAz2MRjKbkGxtjCtRw,i9N52mZOG0W0fu-IEYiwoQ,3.0,"{'id': 'HjoNrP7ukTO3MEQ3FrAWlA', 'profile_url': 'https://www.yelp.com/user_details?userid=HjoNrP7ukTO3MEQ3FrAWlA', 'image_url': 'https://s3-media3.fl.yelpcdn.com/photo/vMUN5fbaBziQWbvLhfDmfw/o.jpg', 'name': 'Angel P.'}","La comida es muy buena, pero el menú muy limitado, la atención no es la mejor y la logística que tienen hace que a uno no le den ganas de regresar.
Lo peor...",2017-07-09 14:55:38,https://www.yelp.com/biz/pinche-gringo-bbq-cuidad-de-mexico?adjust_creative=xDKeFNUg3YH3P2W3fl1X6g&hrid=5VuWyAz2MRjKbkGxtjCtRw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=xDKeFNUg3YH3P2W3fl1X6g
Dx8tDWqgpWdukZDt_hA2NA,9vrA1fTxt0KSYZ7BVeUGMQ,4.0,"{'id': '_VBHhQlFrlw0avSq5FLBhg', 'profile_url': 'https://www.yelp.com/user_details?userid=_VBHhQlFrlw0avSq5FLBhg', 'image_url': 'https://s3-media4.fl.yelpcdn.com/photo/70QiMstpq-maJnypiQNPXA/o.jpg', 'name': 'Juan R.'}",Lo que me sorprendió de este lugar es que son súper rápidos y eficaz. Parece qué hay buena comunicación entre los meseros y todo el personal. Tienen que...,2018-07-21 12:30:53,https://www.yelp.com/biz/la-casa-de-to%C3%B1o-m%C3%A9xico-6?adjust_creative=xDKeFNUg3YH3P2W3fl1X6g&hrid=Dx8tDWqgpWdukZDt_hA2NA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=xDKeFNUg3YH3P2W3fl1X6g
OJRJ2y0na6wwntQbkbZnEQ,9vrA1fTxt0KSYZ7BVeUGMQ,4.0,"{'id': 'dNa64hI5DTOugDn8cLWZAQ', 'profile_url': 'https://www.yelp.com/user_details?userid=dNa64hI5DTOugDn8cLWZAQ', 'image_url': 'https://s3-media2.fl.yelpcdn.com/photo/2CLYEe9lRIaLqOdsL5QACw/o.jpg', 'name': 'Daniel R.'}","La casa de toño es uno de los primeros lugares en lo que pienso en comer cuando visito la Ciudad de México y la verdad me gusta mucho. 
Todos sus platillos...",2016-09-03 19:28:39,https://www.yelp.com/biz/la-casa-de-to%C3%B1o-m%C3%A9xico-6?adjust_creative=xDKeFNUg3YH3P2W3fl1X6g&hrid=OJRJ2y0na6wwntQbkbZnEQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=xDKeFNUg3YH3P2W3fl1X6g
RS37RRnWhbUc5mjsVsDSbQ,9vrA1fTxt0KSYZ7BVeUGMQ,4.0,"{'id': 'RX1D12KuO7FDcLZR5AOVrQ', 'profile_url': 'https://www.yelp.com/user_details?userid=RX1D12KuO7FDcLZR5AOVrQ', 'image_url': 'https://s3-media2.fl.yelpcdn.com/photo/w5vzV7h4BJtDHYAwGe9mcA/o.jpg', 'name': 'Diana S.'}","Muy bien por esta cadena de comida garnachera. Se ha ganado un lugar en los corazones de los chilangos, y de los extranjeros buen pedo que vienen en plan de...",2016-06-08 18:48:43,https://www.yelp.com/biz/la-casa-de-to%C3%B1o-m%C3%A9xico-6?adjust_creative=xDKeFNUg3YH3P2W3fl1X6g&hrid=RS37RRnWhbUc5mjsVsDSbQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=xDKeFNUg3YH3P2W3fl1X6g
FAvLu2rW0_RfeTfvGbim1g,KZuhFaDhcRqyLWCdz9fOWA,5.0,"{'id': '9RxHc9hLVEOcX5dkuSYXIg', 'profile_url': 'https://www.yelp.com/user_details?userid=9RxHc9hLVEOcX5dkuSYXIg', 'image_url': 'https://s3-media1.fl.yelpcdn.com/photo/mNGvljqBIsU2vHs9j6WMEQ/o.jpg', 'name': 'Omar Alejandro M.'}",Central de Pizzas es la clase de lugar que realmente te invita a regresar y recorrer la carta completa. Originalmente me dirigía a Plaza Delta pero mi chica...,2017-11-13 13:06:36,https://www.yelp.com/biz/central-de-pizzas-m%C3%A9xico-4?adjust_creative=xDKeFNUg3YH3P2W3fl1X6g&hrid=FAvLu2rW0_RfeTfvGbim1g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=xDKeFNUg3YH3P2W3fl1X6g
4IbVBdBSWvuajypZw5qYTA,KZuhFaDhcRqyLWCdz9fOWA,1.0,"{'id': 'ZXFEGspnf2SdlKmOlXeCyw', 'profile_url': 'https://www.yelp.com/user_details?userid=ZXFEGspnf2SdlKmOlXeCyw', 'image_url': 'https://s3-media2.fl.yelpcdn.com/photo/VfhmC-R9M0sbDsypDRffaA/o.jpg', 'name': 'Ian C.'}","Y de tanto caminar,llegamos a este lugar que muchos consideran como uno de los mejores exponentes de pizzas en la zona sur del df ,lamento ser yo quien...",2015-12-06 00:08:11,https://www.yelp.com/biz/central-de-pizzas-m%C3%A9xico-4?adjust_creative=xDKeFNUg3YH3P2W3fl1X6g&hrid=4IbVBdBSWvuajypZw5qYTA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=xDKeFNUg3YH3P2W3fl1X6g
2jU4meAfhe0UI-Plp6myEg,KZuhFaDhcRqyLWCdz9fOWA,5.0,"{'id': 'WrmU_kjzLFTHTGBivk8xOw', 'profile_url': 'https://www.yelp.com/user_details?userid=WrmU_kjzLFTHTGBivk8xOw', 'image_url': 'https://s3-media3.fl.yelpcdn.com/photo/OI9GrTRm4-TdQvEgQOOvjA/o.jpg', 'name': 'Maru W.'}","La primera vez que fui a Central de Pizzas fue porque un amigo me recomendó este local, sabiendo que amo la comida italiana. Era mi aniversario y quise ir a...",2014-01-08 14:52:00,https://www.yelp.com/biz/central-de-pizzas-m%C3%A9xico-4?adjust_creative=xDKeFNUg3YH3P2W3fl1X6g&hrid=2jU4meAfhe0UI-Plp6myEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=xDKeFNUg3YH3P2W3fl1X6g
3DsJOoi2SZmISPrX5WSMWg,UrezCP1b88Km2SzI9naZ2Q,4.0,"{'id': 'I3ScxfzbbVVz3MUvsjmItg', 'profile_url': 'https://www.yelp.com/user_details?userid=I3ScxfzbbVVz3MUvsjmItg', 'image_url': 'https://s3-media4.fl.yelpcdn.com/photo/exaBfxoiS4cMrFxC83nRLg/o.jpg', 'name': 'Cristian P.'}","Henry Sailor es un pequeño local en la colonia Navarte,  justo enfrente de los tacos El Vilsito.  Cuenta con una variedad de mariscos y cervezas artesanales...",2016-09-10 20:26:48,https://www.yelp.com/biz/henry-sailor-m%C3%A9xico?adjust_creative=xDKeFNUg3YH3P2W3fl1X6g&hrid=3DsJOoi2SZmISPrX5WSMWg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=xDKeFNUg3YH3P2W3fl1X6g
rW5hOaxZpvfGys9AaK5KNg,UrezCP1b88Km2SzI9naZ2Q,5.0,"{'id': 'b6TEn_z0UR0bW3BHWufnew', 'profile_url': 'https://www.yelp.com/user_details?userid=b6TEn_z0UR0bW3BHWufnew', 'image_url': 'https://s3-media3.fl.yelpcdn.com/photo/WTcnsSH8ycZPP5FVMJMZ0w/o.jpg', 'name': 'Pam V.'}",Un lugar muy pequeño en el que la atención y la comida se llevan todas las estrellas. El mesero y el dueño muy amables nos enseñaron la variedad de cervezas...,2016-09-05 17:26:43,https://www.yelp.com/biz/henry-sailor-m%C3%A9xico?adjust_creative=xDKeFNUg3YH3P2W3fl1X6g&hrid=rW5hOaxZpvfGys9AaK5KNg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=xDKeFNUg3YH3P2W3fl1X6g
RHvWav9OC8j4KAt06aYgGw,UrezCP1b88Km2SzI9naZ2Q,4.0,"{'id': 'JWJz4gI5d-AtUtxw4YwP4g', 'profile_url': 'https://www.yelp.com/user_details?userid=JWJz4gI5d-AtUtxw4YwP4g', 'image_url': 'https://s3-media1.fl.yelpcdn.com/photo/EY18pJNlv4OYieovrrrPHw/o.jpg', 'name': 'Ira I.'}","Llegue a este lugar gracias a los Yelperos de corazón!! El restaurante es chico pero muy cómodo. Esperamos por una mesa como 45min., pero valió la pena!!...",2016-05-15 10:19:25,https://www.yelp.com/biz/henry-sailor-m%C3%A9xico?adjust_creative=xDKeFNUg3YH3P2W3fl1X6g&hrid=RHvWav9OC8j4KAt06aYgGw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=xDKeFNUg3YH3P2W3fl1X6g
